Date,Ratings,Review,Park
Mar 2017 ,5.0,"Nice view of location and river, very popular among couples and for photography. Nothing so special about it.",Princep Ghat Park
Apr 2017 ,5.0,"It's a nice place to spend couple of hours in the evening. we took some photos at the memorial with the new Howrah bridge in the background. We then also did the boat ride for half an hour at 300 rupees. Reminded me the shikara of dal lake in Srinagar. You can see three modes of transport parallel to each other - water, rail and road",Princep Ghat Park
Apr 2017 ,4.0,visited the place at evening time and it looked great.Many people who are not from Bengal do not know about this place but it is flocked by youngsters.howrah bridge can be seen if one can move furher ahead.boating is also available.,Princep Ghat Park
Apr 2017 ,5.0,"Recommended, more for the winter months for walks along the ghat and some nibbles. If the weather is nice, it's worth a visit. Some regular walkers. A nice addition, after a visit to Eden Gardens for a tourist.",Princep Ghat Park
Aug 2016 ,4.0,"A beautiful place for early morning walks. It is enjoyable both in summer as well as winter.The huge river flowing along gives a breathtaking views!Monsoon season, it is indeed gorgeous!I have visited in all seasons!",Princep Ghat Park
Apr 2017 ,5.0,"Prinsep Ghats (Bengali: à¦ªà§à¦°à¦¿à¦¨à§à¦¸à§à¦ª à¦à¦¾à¦) is a ghat built in 1841 during the British Raj, along the ... A 2-kilometre (1.2 mi) stretch of the beautified riverfront from Princep Ghat to Babughat (Baje Kadamtala Ghat) was inaugurated on 24 May 2012.",Princep Ghat Park
Dec 2016 ,5.0,the building is as such not that interesting. but you can take boat rides from the ghat next to the place.,Princep Ghat Park
Oct 2016 ,4.0,"One of the major tourist attractions of Calcutta, also great place hanging out with family or friends. Ample parking is available outside (at your own risk).",Princep Ghat Park
Dec 2016,5.0,"Beautiful minimalistic (Greek-reminiscent to me) monument beside the Ganga. With the (second) bridge as the backdrop. Wonderful to have a historian-scholar-Indologist honoured. Very pleasant, green peaceful environment.",Princep Ghat Park
Feb 2017 ,5.0,"Wonderful location, ideal view, and appropriate for all the ages of people, mostly couple. Barring occational disturbance by beggers, everything is fine.",Princep Ghat Park
Feb 2017 ,5.0,"Nice spot, but state of maintenance could be better. Visited late afternoon on a working day. Good information at site on the import of the monument.",Princep Ghat Park
Jan 2017 ,4.0,"Beautiful atmosphere, with the slow breeze flowing in the evening and ganges flowing beside, it is the prefect place to sit, relax and enjoy the view.",Princep Ghat Park
Feb 2017 ,5.0,The structure itself was not much to look at - even odd as to how it was used. The grounds in front are very worn out. Though you do get a great view of the new suspension bridge. The real gem is the park behind it where you hop a non motorized boat ride on the Ganges. Truly authentic! Be sure to haggle the price as they charge more for non Indian tourists!,Princep Ghat Park
Mar 2017 ,4.0,Went with friends. First time on Ganga. The view of Howrah from the boat is very nice. You can enjoy the peace and calmness of ganga and observe tides of Hoogli.,Princep Ghat Park
Feb 2017 ,5.0,"We reached Prinsep Ghat via the local train, watching the locals taking their evening walks along the riverbank on the way. It was magical to see the sin setting over the Howrah Bridge in the cool of the early evening.",Princep Ghat Park
Feb 2017 ,5.0,Visiting Kolkata is completed by Visit to Victoria Memorial specially by a walk. Princep Ghat in the evening and sitting on the stairs on the Ganga is an experience which is soothing to the soul.,Princep Ghat Park
Mar 2017,4.0,we used to go there with gung of friends.it is a cool place fro hangout.it is just below of howrah bridge.green soft grass is perfect for sit here.cool brizz for ganga charms us.,Princep Ghat Park
Jul 2016 ,5.0,"One of the best place for photography to picnic to a romantic evening, Prinsep Ghat is a place one must visit while in Kolkata. The beautiful views of Ganges and the Vidyasagar setu coupled with the tasty street food, one shouldn't give this place a miss.",Princep Ghat Park
Aug 2016 ,5.0,"The Palladian porch in the memory of the eminent Anglo-Indian scholar and antiquary James Prinsep was designed by W. Fitzgerald and constructed in 1843.It was restored by the state's public works department in November 2001 and has since been well-maintained.Prinsep Ghat is one of the oldest recreational spots of Kolkata.People visit it in the evenings on weekends to go boating on the river, stroll along the bank and purchase food from stalls there. One stall selling ice-cream and fast food has been there for more than 40 years.It is a heaven for Photographers.",Princep Ghat Park
May 2016 ,5.0,I visited this place for a promotion of Yoga and health care tour. The place is nice. Everyday photographers gather in this place. The beauty of Second Hooghly bridge beside prinsep ghat is awesome.,Princep Ghat Park
Apr 2016 ,5.0,It is a very old recreation spots just beside the river Hooghly. You could enjoy the clear sun said from just behind this place.,Princep Ghat Park
Feb 2017 ,4.0,This is a one of the best place in kolkata. Small but peaceful . This building is of historical significance and raised in memory of Anglo Indian Scholar James Prinsep. Landscape and beautification done by government but more cleaning is required. The view of vidyasagar setu is just mesmerizing. I can seat whole hear with cold breeze from hoogly River touching my face.,Princep Ghat Park
Feb 2017 ,5.0,Very interesting to see religious rituals at the bank of the Ganges. Very dirty water and lots of littering ruined the site how ever. I wanted to touch the sacred river water but was afraid of infections and did not do it.,Princep Ghat Park
Jan 2017 ,4.0,This particular place is a symbol of honour constructed in respect of James Princep in 1841 by Britishers. It's a palladium porch constructed in the fond memory of Anglo-Indian scholar and is stretched across an area of 2km,Princep Ghat Park
Nov 2016 ,5.0,"A great place for morning walk... by the riverside, a good attempt has been made to make it a beautiful place! Cobbled pathways, the chirping of birds and the sound of the river flowing by. A nature lover's paradise.",Princep Ghat Park
Feb 2017 ,5.0,"Used to visit the area 45 years ago, when it had an authentic charm. Now paved and a bit sterile, it still offered a good view of the two bridges. Lots of vendors, pretty gardens but not the organised chaos it used to be. Worth a short stroll.",Princep Ghat Park
Feb 2017 ,4.0,Yesterday night we go for aimless driving in Kolkata. Our first love was to Victoria memorial and then princeps ghat. Amazing place and we were just spell bound to see the lighting effect in princeps ghat. We stayed there for some time and captured some pictures. Yes we had our own car and getting taxis at night if bit difficult and insecure to some extent .But if you have your own car you should go for this place .. specially in late night.,Princep Ghat Park
Jan 2017 ,5.0,"This monument, was at one time, a favoured location for romantic Bengali films. later it fell into disrepair but now it has been restored, with a beautiful garden in front of it and at night, wonderful lighting. With the bridge behind it, its an awe-inspiring sight. Go past the monument to the riverside and walk along the river as far as you like. The well appointed and scrupulously clean promenade stretches for about 2.5 kilometres to a little beyond the Eden gardens. Along the way are the man-o-war jetty and the Prinsep Ghat (jetty). The picture here is of the Prinsep monument. Best seen at sunset and after.",Princep Ghat Park
